Iteracja;Czas[us];Obecny_Koszt;Najlepszy_Koszt
17288500;4083937;9357;2287
17324000;4092220;9736;2287
17359500;4100474;10102;2287
17395000;4108875;9451;2287
17430500;4117207;9711;2287
17466000;4125545;9158;2287
17501500;4133941;10024;2287
17537000;4142294;10661;2287
17572500;4150599;9553;2287
17608000;4158878;9638;2287
17643500;4167132;9991;2287
17679000;4175440;10206;2287
17714500;4183736;9966;2287
17750000;4192030;9605;2287
17785500;4200533;9655;2287
17821000;4208778;9726;2287
17856500;4217301;9382;2287
17892000;4225613;9922;2287
17927500;4233959;9774;2287
17963000;4242276;9377;2287
17998500;4250571;9684;2287
18034000;4258889;10087;2287
18069500;4267269;10211;2287
18105000;4275575;10001;2287
18140500;4283972;9879;2287
18176000;4292349;10502;2287
18211500;4300685;9892;2287
18247000;4309252;10312;2287
18282500;4317561;9250;2287
18318000;4325952;9872;2287
18353500;4334177;9612;2287
18389000;4342542;9752;2287
18424500;4350833;10401;2287
18460000;4359091;10097;2287
18495500;4367425;10055;2287
18531000;4375720;9935;2287
18566500;4383945;9285;2287
18602000;4392186;9280;2287
18637500;4400360;10678;2287
18673000;4408437;9707;2287
18708500;4416847;9817;2287
18744000;4425081;9902;2287
18779500;4433217;10142;2287
18815000;4441428;9506;2287
18850500;4450072;9817;2287
18886000;4458929;10212;2287
18921500;4467538;9960;2287
18957000;4475733;8978;2287
18992500;4483912;9865;2287
19028000;4492132;9888;2287
19063500;4500315;9979;2287
19099000;4508391;9842;2287
19134500;4516642;10090;2287
19170000;4524829;9083;2287
19205500;4533274;10420;2287
19241000;4541552;10223;2287
19276500;4549975;9505;2287
19312000;4558236;10107;2287
19347500;4566656;10387;2287
19383000;4574900;9893;2287
19418500;4583187;9999;2287
19454000;4591616;9618;2287
19489500;4599979;9345;2287
19525000;4608284;9664;2287
19560500;4616606;9508;2287
19596000;4625048;10522;2287
19631500;4633348;9659;2287
19667000;4641746;10042;2287
19702500;4649932;9875;2287
19738000;4658279;9869;2287
19773500;4666574;10089;2287
19809000;4674929;9878;2287
19844500;4683055;9973;2287
19880000;4691225;9241;2287
19915500;4699547;9565;2287
19951000;4707773;9494;2287
19986500;4716095;9841;2287
20022000;4724269;9584;2287
20057500;4732414;10062;2287
20093000;4740516;9906;2287
20128500;4748874;10148;2287
20164000;4757061;10589;2287
20199500;4765353;10219;2287
20235000;4773604;9254;2287
20270500;4781839;9436;2287
20306000;4790174;10574;2287
20341500;4798459;9192;2287
20377000;4806607;9593;2287
20412500;4814909;9486;2287
20448000;4823090;10298;2287
20483500;4831349;9625;2287
20519000;4839651;8665;2287
20554500;4847917;10410;2287
20590000;4856099;10350;2287
20625500;4864542;9990;2287
20661000;4872729;9858;2287
20696500;4881877;10076;2287
20732000;4890272;10564;2287
20767500;4898568;9876;2287
20803000;4906834;9398;2287
20838500;4915155;10405;2287
20874000;4923390;9988;2287
20909500;4931630;10403;2287
20945000;4939839;9612;2287
20980500;4947949;10574;2287
21016000;4956271;9910;2287
21051500;4964522;9789;2287
21087000;4972898;10095;2287
21122500;4980998;9313;2287
21158000;4989140;9272;2287
21193500;4997311;9872;2287
21229000;5005483;10052;2287
21264500;5013697;9487;2287
21300000;5021825;10094;2287
21335500;5029925;9637;2287
21371000;5038165;9870;2287
21406500;5046481;9462;2287
21442000;5054904;8695;2287
21477500;5063283;9892;2287
21513000;5071629;9567;2287
21548500;5079958;9744;2287
21584000;5088230;9480;2287
21619500;5096523;9969;2287
21655000;5104660;10683;2287
21690500;5112991;9550;2287
21726000;5121173;9479;2287
21761500;5129314;9593;2287
21797000;5137473;9228;2287
21832500;5145809;9286;2287
21868000;5154055;10046;2287
21903500;5162239;10008;2287
21939000;5170503;9513;2287
21974500;5178840;9611;2287
22010000;5187109;9914;2287
22045500;5195554;10476;2287
22081000;5203850;9465;2287
22116500;5212011;9700;2287
22152000;5220183;10346;2287
22187500;5228351;10652;2287
22223000;5236498;9623;2287
22258500;5244602;9938;2287
22294000;5252839;9180;2287
22329500;5261161;10160;2287
22365000;5269385;10131;2287
22400500;5277647;10108;2287
22436000;5285849;9767;2287
22471500;5294032;9295;2287
22507000;5302421;9768;2287
22542500;5310601;9785;2287
22578000;5318886;9879;2287
22613500;5327069;10066;2287
22649000;5335467;10539;2287
22684500;5343725;9899;2287
22720000;5352076;9313;2287
22755500;5360497;9905;2287
22791000;5368672;9779;2287
22826500;5376968;8907;2287
22862000;5385177;9585;2287
22897500;5393334;9913;2287
22933000;5401505;10096;2287
22968500;5409864;9994;2287
23004000;5418026;9634;2287
23039500;5426295;10488;2287
23075000;5434406;9561;2287
23110500;5442618;10197;2287
23146000;5450834;10142;2287
23181500;5459570;10237;2287
23217000;5467962;10230;2287
23252500;5476220;9000;2287
23288000;5484478;10063;2287
23323500;5492808;10171;2287
23359000;5500915;9317;2287
23394500;5509098;9786;2287
23430000;5517270;9837;2287
23465500;5525723;9092;2287
23501000;5533951;9281;2287
23536500;5542173;9736;2287
23572000;5550328;8967;2287
23607500;5558597;9480;2287
23643000;5567012;10284;2287
23678500;5575277;9503;2287
23714000;5583578;10001;2287
23749500;5591754;10549;2287
23785000;5599971;10138;2287
23820500;5608216;9819;2287
23856000;5616468;10403;2287
23891500;5624658;9755;2287
23927000;5634276;9691;2287
23962500;5642393;10163;2287
23998000;5650658;10145;2287
24033500;5658902;9359;2287
24069000;5667193;10147;2287
24104500;5675310;9522;2287
24140000;5683553;9578;2287
24175500;5691739;10263;2287
24211000;5700018;9065;2287
24246500;5708129;10433;2287
24282000;5716315;9409;2287
24317500;5724500;9064;2287
24353000;5732651;9974;2287
24388500;5741006;9532;2287
24424000;5749540;10184;2287
24459500;5757667;9980;2287
24495000;5765977;9193;2287
24530500;5774168;10238;2287
24566000;5782437;10066;2287
24601500;5790645;9732;2287
24637000;5798983;8973;2287
24672500;5807427;9854;2287
24708000;5815686;9536;2287
24743500;5824037;9280;2287
24779000;5832374;9506;2287
24814500;5840719;8992;2287
24850000;5848890;9532;2287
24885500;5857256;9458;2287
24921000;5865528;9924;2287
24956500;5873849;9359;2287
24992000;5882098;10006;2287
25027500;5890525;10130;2287
25063000;5898792;9395;2287
25098500;5906939;9417;2287
25134000;5915291;10168;2287
25169500;5923579;9992;2287
25205000;5931900;10100;2287
25240500;5940129;10269;2287
25276000;5948361;9988;2287
25311500;5956469;9617;2287
25347000;5964740;10423;2287
25382500;5972954;9657;2287
25418000;5981273;9584;2287
25453500;5989451;10513;2287
25489000;5997742;10028;2287
25524500;6006152;9751;2287
25560000;6014831;10295;2287
25595500;6023507;9724;2287
25631000;6031801;9564;2287
25666500;6040099;9680;2287
25702000;6048468;9435;2287
25737500;6056708;9952;2287
25773000;6064888;9391;2287
25808500;6073184;9394;2287
25844000;6081513;10500;2287
25879500;6089685;9561;2287
25915000;6097907;9913;2287
25950500;6106187;9356;2287
25986000;6114514;9420;2287
26021500;6122818;9468;2287
26057000;6131187;10035;2287
26092500;6139399;9213;2287
26128000;6147651;9860;2287
26163500;6155877;10220;2287
26199000;6164051;9210;2287
26234500;6172196;10320;2287
26270000;6180364;10269;2287
26305500;6188650;9821;2287
26341000;6196978;9598;2287
26376500;6205256;9998;2287
26412000;6213440;10278;2287
26447500;6221805;9284;2287
26483000;6230022;9349;2287
26518500;6238448;10012;2287
26554000;6246725;10536;2287
26589500;6254938;10178;2287
26625000;6263042;9425;2287
26660500;6271329;9961;2287
26696000;6279719;9895;2287
26731500;6288013;9557;2287
26767000;6296344;10159;2287
26802500;6304727;9976;2287
26838000;6312890;9871;2287
26873500;6321193;10069;2287
26909000;6329449;10148;2287
26944500;6337677;9993;2287
26980000;6345876;9988;2287
27015500;6354193;10001;2287
27051000;6362348;8914;2287
27086500;6370596;9964;2287
27122000;6378858;9297;2287
27157500;6387146;9530;2287
27193000;6395527;8790;2287
27228500;6403736;9201;2287
27264000;6412068;9489;2287
27299500;6420180;10614;2287
27335000;6428353;9642;2287
27370500;6436663;10389;2287
27406000;6445021;10298;2287
27441500;6453325;10006;2287
27477000;6461992;9270;2287
27512500;6470276;9510;2287
27548000;6478769;9683;2287
27583500;6486962;9215;2287
27619000;6495313;9898;2287
27654500;6503417;10381;2287
27690000;6511693;9913;2287
27725500;6520075;10183;2287
27761000;6528180;9824;2287
27796500;6536480;10252;2287
27832000;6544673;9622;2287
27867500;6552948;9390;2287
27903000;6561213;8998;2287
27938500;6569611;9875;2287
27974000;6577925;9518;2287
28009500;6586224;9522;2287
28045000;6594399;10019;2287
28080500;6602675;9792;2287
28116000;6610906;9552;2287
28151500;6619138;9757;2287
28187000;6627233;9393;2287
28222500;6635554;9886;2287
28258000;6643911;9456;2287
28293500;6652268;10038;2287
28329000;6660511;9786;2287
28364500;6668853;9832;2287
28400000;6677006;9693;2287
28435500;6685320;9563;2287
28471000;6693558;9967;2287
28506500;6701781;9562;2287
28542000;6710064;9605;2287
28577500;6718352;10147;2287
28613000;6726577;8945;2287
28648500;6734866;10030;2287
28684000;6743370;9510;2287
28719500;6751675;9958;2287
28755000;6759823;8983;2287
28790500;6768105;10053;2287
28826000;6776298;9543;2287
28861500;6784583;9971;2287
28897000;6792707;10088;2287
28932500;6801029;9409;2287
28968000;6809282;9859;2287
29003500;6817397;9673;2287
29039000;6825666;10054;2287
29074500;6833848;9762;2287
29110000;6842093;9537;2287
29145500;6850408;8681;2287
29181000;6858851;10258;2287
29216500;6867040;10242;2287
29252000;6875343;9673;2287
29287500;6883553;10245;2287
29323000;6891728;10343;2287
29358500;6899902;9825;2287
29394000;6908329;9963;2287
29429500;6916808;9396;2287
29465000;6925088;9774;2287
29500500;6933419;9157;2287
29536000;6941613;9931;2287
29571500;6949888;10055;2287
29607000;6958134;10242;2287
29642500;6966478;9799;2287
29678000;6974644;9525;2287
29713500;6982970;9586;2287
29749000;6991222;10007;2287
29784500;6999523;9980;2287
29820000;7007799;10507;2287
29855500;7016054;9644;2287
29891000;7024251;9492;2287
29926500;7032577;9720;2287
29962000;7040933;9713;2287
29997500;7049178;10169;2287
30033000;7057256;9601;2287
30068500;7065478;9539;2287
30104000;7073810;10035;2287
30139500;7082022;9981;2287
30175000;7090411;10045;2287
30210500;7098602;9653;2287
30246000;7106793;10558;2287
30281500;7114974;10185;2287
30317000;7123160;9650;2287
30352500;7131386;10448;2287
30388000;7139637;9587;2287
30423500;7147916;10480;2287
30459000;7156299;10651;2287
30494500;7164506;10544;2287
30530000;7172730;9697;2287
30565500;7180830;9358;2287
30601000;7189112;10160;2287
30636500;7197323;9115;2287
30672000;7205712;9292;2287
30707500;7214003;9490;2287
30743000;7222275;9420;2287
30778500;7230424;9882;2287
30814000;7238665;9224;2287
30849500;7246970;9284;2287
30885000;7255176;10446;2287
30920500;7263492;10310;2287
30956000;7271594;9323;2287
30991500;7279891;8770;2287
31027000;7288148;10100;2287
31062500;7296442;9256;2287
31098000;7304784;10011;2287
31133500;7313080;9857;2287
31169000;7321288;9983;2287
31204500;7329672;10431;2287
31240000;7337986;9701;2287
31275500;7346326;10590;2287
31311000;7354628;10161;2287
31346500;7362941;10345;2287
31382000;7371149;9380;2287
31417500;7379453;9302;2287
31453000;7387831;9334;2287
31488500;7395991;9988;2287
31524000;7404495;9562;2287
31559500;7412707;9215;2287
31595000;7421071;9622;2287
31630500;7429324;9631;2287
31666000;7437614;9682;2287
31701500;7445945;9246;2287
31737000;7454284;9528;2287
31772500;7462563;9977;2287
31808000;7471557;10380;2287
31843500;7480011;9484;2287
31879000;7488401;9968;2287
31914500;7496547;9929;2287
31950000;7504836;10288;2287
31985500;7513009;9787;2287
32021000;7521202;9843;2287
32056500;7529458;9659;2287
32092000;7537623;9297;2287
32127500;7545841;9530;2287
32163000;7554126;10163;2287
32198500;7562541;9338;2287
32234000;7570836;9317;2287
32269500;7578954;8983;2287
32305000;7587221;9873;2287
32340500;7595478;9702;2287
32376000;7603644;10170;2287
32411500;7611922;9782;2287
32447000;7620196;10588;2287
32482500;7628599;9495;2287
32518000;7636846;10206;2287
32553500;7645030;9643;2287
32589000;7653249;9399;2287
32624500;7661573;10102;2287
32660000;7669720;10032;2287
32695500;7678076;9737;2287
32731000;7686197;9520;2287
32766500;7694494;9526;2287
32802000;7702677;9514;2287
32837500;7710938;10048;2287
32873000;7719144;10565;2287
32908500;7727380;9705;2287
32944000;7735663;9654;2287
32979500;7744028;9620;2287
33015000;7752226;9443;2287
33050500;7760447;9398;2287
33086000;7768697;9742;2287
33121500;7776877;10223;2287
33157000;7785237;9211;2287
33192500;7793378;9538;2287
33228000;7801611;10635;2287
33263500;7809741;10345;2287
33299000;7817934;10239;2287
33334500;7826081;9546;2287
33370000;7834270;9478;2287
33405500;7842510;10220;2287
33441000;7850752;10115;2287
33476500;7858941;9725;2287
33512000;7867149;9017;2287
33547500;7875431;9404;2287
33583000;7883689;9347;2287
33618500;7891942;10176;2287
33654000;7900324;10168;2287
33689500;7908491;9321;2287
33725000;7916779;9725;2287
33760500;7925101;9951;2287
33796000;7933339;9593;2287
33831500;7941689;10003;2287
33867000;7950052;9828;2287
33902500;7958467;9552;2287
33938000;7966687;10201;2287
33973500;7975067;9607;2287
34009000;7983481;10572;2287
34044500;7991887;9703;2287
34080000;8000230;9748;2287
34115500;8008637;9587;2287
34151000;8016857;9738;2287
34186500;8025090;9881;2287
34222000;8033416;10400;2287
34257500;8041824;9831;2287
34293000;8050111;10268;2287
34328500;8058451;9785;2287
34364000;8066740;9425;2287
34399500;8075053;8813;2287
34435000;8083273;10427;2287
34470500;8091491;9473;2287
34506000;8099979;9641;2287
34541500;8108660;8908;2287
34577000;8116969;9178;2287
34612500;8125402;9570;2287
34648000;8133782;9902;2287
34683500;8142165;9666;2287
34719000;8150491;11048;2287
34754500;8158708;10048;2287
34790000;8166950;9716;2287
34825500;8175236;10001;2287
34861000;8183738;9054;2287
34896500;8192093;9152;2287
34932000;8200431;10573;2287
34967500;8208738;10604;2287
35003000;8217034;10048;2287
35038500;8225366;9344;2287
35074000;8233679;9797;2287
35109500;8242115;10168;2287
35145000;8250542;9646;2287
35180500;8258808;10151;2287
35216000;8267200;9853;2287
35251500;8275574;10197;2287
35287000;8283895;9820;2287
35322500;8292434;9797;2287
35358000;8300751;10197;2287
35393500;8308943;9916;2287
35429000;8317102;10028;2287
35464500;8325355;10624;2287
35500000;8333701;10635;2287
35535500;8342102;10326;2287
35571000;8350264;9778;2287
35606500;8358662;10059;2287
